Slate ID,Entry Name,Entry ID,Previous Picks,Day 1 (Round of 64),Day 2 (Round of 64),Day 3 (Round of 32),Pick 1,Pick Objective,Instructions,Team Name,Team ID,Game Info
e9b488eb-225f-4c69-aa4a-dc87c81271f6,Entry 55,019d02bd-0e4b-45de-81b1-016d912c76a5,NA,Michigan State,UConn,Arkansas,12207ee4-a390-477d-a4a7-7aa3f49430aa,Pick Winners,NA,NA,NA,NA
e9b488eb-225f-4c69-aa4a-dc87c81271f6,Entry 56,019d02bd-0e4b-4633-9ffe-e7b382ab9efa,NA,Michigan State,Purdue,Arkansas,12207ee4-a390-477d-a4a7-7aa3f49430aa,Pick Winners,NA,NA,NA,NA
e9b488eb-225f-4c69-aa4a-dc87c81271f6,Entry 57,019d02bd-0e4b-4646-bae0-fe459eaafafb,NA,Michigan State,Purdue,Arkansas,57ef2016-6591-4b7a-b588-59a749c25529,Pick Winners,NA,NA,NA,NA
e9b488eb-225f-4c69-aa4a-dc87c81271f6,Entry 58,019d02bd-0e4b-465f-b34f-10e6cacadfcc,NA,Michigan State,Alabama,Arkansas,5ea7c1aa-0bfc-47e8-8435-28821e1bf209,Pick Winners,NA,NA,NA,NA
e9b488eb-225f-4c69-aa4a-dc87c81271f6,Entry 59,019d02bd-0e4b-4670-8572-beaa8a8be638,NA,Michigan State,Florida,Arkansas,57ef2016-6591-4b7a-b588-59a749c25529,Pick Winners,NA,NA,NA,NA
e9b488eb-225f-4c69-aa4a-dc87c81271f6,Entry 60,019d02bd-0e4b-4678-99cc-a73888ade15b,NA,Michigan State,Arizona,Arkansas,57ef2016-6591-4b7a-b588-59a749c25529,Pick Winners,NA,NA,NA,NA
e9b488eb-225f-4c69-aa4a-dc87c81271f6,Entry 61,019d02bd-0e4b-4681-ae41-9efda15e486b,NA,Michigan State,Arizona,Arkansas,12207ee4-a390-477d-a4a7-7aa3f49430aa,Pick Winners,NA,NA,NA,NA
e9b488eb-225f-4c69-aa4a-dc87c81271f6,Entry 62,019d02bd-0e4b-4689-a90d-4da29dca2e0d,NA,Michigan State,Virginia,Arkansas,b46ec7e5-fa6c-451f-945e-5e535024bcc4,Pick Winners,NA,NA,NA,NA
e9b488eb-225f-4c69-aa4a-dc87c81271f6,Entry 63,019d02bd-0e4b-46d5-a744-5eb30c047efe,NA,Michigan State,Virginia,Arkansas,12207ee4-a390-477d-a4a7-7aa3f49430aa,Pick Winners,NA,NA,NA,NA
e9b488eb-225f-4c69-aa4a-dc87c81271f6,Entry 64,019d02bd-0e4b-46e8-b140-766e74aaf990,NA,Michigan State,Florida,Arkansas,1e4ab2a3-cec8-4ebd-96a2-7d62e9e1a24e,Pick Winners,NA,NA,NA,NA
e9b488eb-225f-4c69-aa4a-dc87c81271f6,Entry 65,019d02bd-0e4b-46ed-8d53-6bdeb939078e,NA,Michigan State,Tennessee,Arkansas,2ea39297-9b1d-4908-b4dc-392274c18b3a,Pick Winners,NA,NA,NA,NA
e9b488eb-225f-4c69-aa4a-dc87c81271f6,Entry 66,019d02bd-0e4b-470d-bc32-cf5e169ad88d,NA,Michigan State,Kansas,Arkansas,5ea7c1aa-0bfc-47e8-8435-28821e1bf209,Pick Winners,NA,NA,NA,NA
e9b488eb-225f-4c69-aa4a-dc87c81271f6,Entry 67,019d02bd-0e4b-472b-87d9-85a1f7bd83b3,NA,Michigan State,St. John's,Arkansas,2ea39297-9b1d-4908-b4dc-392274c18b3a,Pick Winners,NA,NA,NA,NA
e9b488eb-225f-4c69-aa4a-dc87c81271f6,Entry 68,019d02bd-0e4b-4790-a6ff-609f2103aefc,NA,Michigan State,UCLA,Arkansas,5ea7c1aa-0bfc-47e8-8435-28821e1bf209,Pick Winners,NA,NA,NA,NA
e9b488eb-225f-4c69-aa4a-dc87c81271f6,Entry 69,019d02bd-0e4b-47ba-9c36-9f72523071c1,NA,Michigan State,Alabama,Arkansas,1e4ab2a3-cec8-4ebd-96a2-7d62e9e1a24e,Pick Winners,NA,NA,NA,NA
e9b488eb-225f-4c69-aa4a-dc87c81271f6,Entry 70,019d02bd-0e4b-47c2-9e32-e701a36e5fb5,NA,Michigan State,Miami (FL),Arkansas,2ea39297-9b1d-4908-b4dc-392274c18b3a,Pick Winners,NA,NA,NA,NA
e9b488eb-225f-4c69-aa4a-dc87c81271f6,Entry 71,019d02bd-0e4b-47db-bcf0-9f87b98dd837,NA,Nebraska,Iowa State,Arkansas,57ef2016-6591-4b7a-b588-59a749c25529,Pick Winners,NA,NA,NA,NA
e9b488eb-225f-4c69-aa4a-dc87c81271f6,Entry 72,019d02bd-0e4b-47e9-a9f2-48c669ad51a4,NA,Nebraska,Iowa State,Arkansas,12207ee4-a390-477d-a4a7-7aa3f49430aa,Pick Winners,NA,NA,NA,NA
e9b488eb-225f-4c69-aa4a-dc87c81271f6,Entry 73,019d02bd-0e4b-47f0-a23f-96137b2fcfe0,NA,Nebraska,UConn,Arkansas,2ea39297-9b1d-4908-b4dc-392274c18b3a,Pick Winners,NA,NA,NA,NA
e9b488eb-225f-4c69-aa4a-dc87c81271f6,Entry 74,019d02bd-0e4b-47f5-8ebf-bec968e6e0d9,NA,Nebraska,Purdue,Arkansas,5ea7c1aa-0bfc-47e8-8435-28821e1bf209,Pick Winners,NA,NA,NA,NA
e9b488eb-225f-4c69-aa4a-dc87c81271f6,Entry 75,019d02bd-0e4b-483c-bcd1-b6d863b326c8,NA,Nebraska,Florida,Arkansas,b46ec7e5-fa6c-451f-945e-5e535024bcc4,Pick Winners,NA,NA,NA,NA
e9b488eb-225f-4c69-aa4a-dc87c81271f6,Entry 76,019d02bd-0e4b-4861-a19d-efece574a883,NA,Nebraska,Alabama,Arkansas,5ea7c1aa-0bfc-47e8-8435-28821e1bf209,Pick Winners,NA,NA,NA,NA
e9b488eb-225f-4c69-aa4a-dc87c81271f6,Entry 77,019d02bd-0e4b-4865-af76-bde90b612e87,NA,Nebraska,Tennessee,Arkansas,2ea39297-9b1d-4908-b4dc-392274c18b3a,Pick Winners,NA,NA,NA,NA
e9b488eb-225f-4c69-aa4a-dc87c81271f6,Entry 78,019d02bd-0e4b-486f-a049-844c4cb14b33,NA,Nebraska,Kansas,Arkansas,5ea7c1aa-0bfc-47e8-8435-28821e1bf209,Pick Winners,NA,NA,NA,NA
e9b488eb-225f-4c69-aa4a-dc87c81271f6,Entry 79,019d02bd-0e4b-487f-9fe4-5637ee31e766,NA,Gonzaga,Arizona,Duke,7c049b43-d637-406d-b50f-5e4a2beb629a,Pick Winners,NA,NA,NA,NA
e9b488eb-225f-4c69-aa4a-dc87c81271f6,Entry 80,019d02bd-0e4b-4880-9ad8-91d406b690ce,NA,Gonzaga,Arizona,Nebraska,7c049b43-d637-406d-b50f-5e4a2beb629a,Pick Winners,NA,NA,NA,NA
e9b488eb-225f-4c69-aa4a-dc87c81271f6,Entry 81,019d02bd-0e4b-4888-80de-6111e0dce2a4,NA,Gonzaga,Virginia,Duke,2ea39297-9b1d-4908-b4dc-392274c18b3a,Pick Winners,NA,NA,NA,NA
e9b488eb-225f-4c69-aa4a-dc87c81271f6,Entry 82,019d02bd-0e4b-4894-a6b6-9daeb6ae18fb,NA,Gonzaga,Tennessee,Houston,2ea39297-9b1d-4908-b4dc-392274c18b3a,Pick Winners,NA,NA,NA,NA
e9b488eb-225f-4c69-aa4a-dc87c81271f6,Entry 83,019d02bd-0e4b-48ac-ab08-94dcd648108a,NA,Gonzaga,Tennessee,Illinois,2ea39297-9b1d-4908-b4dc-392274c18b3a,Pick Winners,NA,NA,NA,NA
e9b488eb-225f-4c69-aa4a-dc87c81271f6,Entry 84,019d02bd-0e4b-48e8-964a-314db8f9997f,NA,Gonzaga,Tennessee,Duke,2ea39297-9b1d-4908-b4dc-392274c18b3a,Pick Winners,NA,NA,NA,NA
e9b488eb-225f-4c69-aa4a-dc87c81271f6,Entry 85,019d02bd-0e4b-4911-8e6e-7705de09bbd7,NA,Gonzaga,Kansas,Houston,5ea7c1aa-0bfc-47e8-8435-28821e1bf209,Pick Winners,NA,NA,NA,NA
e9b488eb-225f-4c69-aa4a-dc87c81271f6,Entry 86,019d02bd-0e4b-4937-a9a1-c493f61c9dfa,NA,Gonzaga,Kansas,Illinois,5ea7c1aa-0bfc-47e8-8435-28821e1bf209,Pick Winners,NA,NA,NA,NA
e9b488eb-225f-4c69-aa4a-dc87c81271f6,Entry 87,019d02bd-0e4b-4942-9181-126999f073a7,NA,Gonzaga,Kansas,Duke,5ea7c1aa-0bfc-47e8-8435-28821e1bf209,Pick Winners,NA,NA,NA,NA
e9b488eb-225f-4c69-aa4a-dc87c81271f6,Entry 88,019d02bd-0e4b-4952-b5ec-6b2d95430f0b,NA,Gonzaga,Alabama,Arkansas,1e4ab2a3-cec8-4ebd-96a2-7d62e9e1a24e,Pick Winners,NA,NA,NA,NA
e9b488eb-225f-4c69-aa4a-dc87c81271f6,Entry 89,019d02bd-0e4b-495a-b6fd-d05f206b3612,NA,Gonzaga,St. John's,Arkansas,12207ee4-a390-477d-a4a7-7aa3f49430aa,Pick Winners,NA,NA,NA,NA
e9b488eb-225f-4c69-aa4a-dc87c81271f6,Entry 90,019d02bd-0e4b-496c-abe6-69e2d8199f2b,NA,Gonzaga,Iowa State,Arkansas,57ef2016-6591-4b7a-b588-59a749c25529,Pick Winners,NA,NA,NA,NA
e9b488eb-225f-4c69-aa4a-dc87c81271f6,Entry 91,019d02bd-0e4b-497b-b1a4-91083d3012e7,NA,Gonzaga,St. John's,Arkansas,57ef2016-6591-4b7a-b588-59a749c25529,Pick Winners,NA,NA,NA,NA
e9b488eb-225f-4c69-aa4a-dc87c81271f6,Entry 92,019d02bd-0e4b-497d-bd57-71b4ed264973,NA,Gonzaga,UCLA,Arkansas,44d666f4-2c56-401f-871c-33df244ba155,Pick Winners,NA,NA,NA,NA
e9b488eb-225f-4c69-aa4a-dc87c81271f6,Entry 93,019d02bd-0e4b-4984-a35a-0f069ffe0390,NA,Gonzaga,UCLA,Arkansas,12207ee4-a390-477d-a4a7-7aa3f49430aa,Pick Winners,NA,NA,NA,NA
e9b488eb-225f-4c69-aa4a-dc87c81271f6,Entry 95,019d02bd-0e4b-499a-8326-a5f54ab3818e,NA,Gonzaga,Virginia,Nebraska,2ea39297-9b1d-4908-b4dc-392274c18b3a,Pick Winners,NA,NA,NA,NA
e9b488eb-225f-4c69-aa4a-dc87c81271f6,Entry 96,019d02bd-0e4b-49ad-b9b9-eb9d530e186c,NA,Gonzaga,Miami (FL),Arkansas,12207ee4-a390-477d-a4a7-7aa3f49430aa,Pick Winners,NA,NA,NA,NA
e9b488eb-225f-4c69-aa4a-dc87c81271f6,Entry 97,019d02bd-0e4b-49f5-9f65-224da2b27fc7,NA,Gonzaga,Alabama,Arkansas,57ef2016-6591-4b7a-b588-59a749c25529,Pick Winners,NA,NA,NA,NA
e9b488eb-225f-4c69-aa4a-dc87c81271f6,Entry 98,019d02bd-0e4b-4a0a-8399-caec0930fd56,NA,Gonzaga,Iowa State,Arkansas,12207ee4-a390-477d-a4a7-7aa3f49430aa,Pick Winners,NA,NA,NA,NA
e9b488eb-225f-4c69-aa4a-dc87c81271f6,Entry 99,019d02bd-0e4b-4a0e-b991-59af7281e6c1,NA,Gonzaga,Miami (FL),Arkansas,57ef2016-6591-4b7a-b588-59a749c25529,Pick Winners,NA,NA,NA,NA
e9b488eb-225f-4c69-aa4a-dc87c81271f6,Entry 100,019d02bd-0e4b-4a10-aa4d-df8a601df11c,NA,Vanderbilt,UConn,Arkansas,b46ec7e5-fa6c-451f-945e-5e535024bcc4,Pick Winners,NA,NA,NA,NA
e9b488eb-225f-4c69-aa4a-dc87c81271f6,Entry 101,019d02bd-0e4b-4a14-9e15-5363ec55605a,NA,Vanderbilt,UConn,Arkansas,12207ee4-a390-477d-a4a7-7aa3f49430aa,Pick Winners,NA,NA,NA,NA
e9b488eb-225f-4c69-aa4a-dc87c81271f6,Entry 102,019d02bd-0e4b-4a47-a581-ef82c9e22a55,NA,Vanderbilt,Purdue,Arkansas,12207ee4-a390-477d-a4a7-7aa3f49430aa,Pick Winners,NA,NA,NA,NA
e9b488eb-225f-4c69-aa4a-dc87c81271f6,Entry 103,019d02bd-0e4b-4a4f-a880-5ea891f7fc60,NA,Vanderbilt,Arizona,Arkansas,7c049b43-d637-406d-b50f-5e4a2beb629a,Pick Winners,NA,NA,NA,NA
